Number,SMILES,MW,FSP3,Cm
7371,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCO)C3C(=O)N(C(C)(C)C)CC=C[C@@]31S2=O,505.68100000000027,0.7307692307692307,627.892455751242
7372,C[C@@]12C=CCN(c3ccccc3)C(=O)[C@@H]1[C@H]1C(=O)N(CCCCO)C3C(=O)N(C4CCCCC4)CC=C[C@@]31S2=O,565.7360000000006,0.5806451612903226,652.1571182577321
7373,CCOc1ccc(N2CC=C[C@]3(C)[C@H](C2=O)[C@H]2C(=O)N(CCCCO)C4C(=O)N(c5ccccc5Cl)CC=C[C@@]42S3=O)cc1,638.1860000000003,0.42424242424242425,745.866565606895
7374,CCCCCN1CC=C[C@@]23C(C1=O)N(CCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(CCC)CC=C[C@@]1(C)S3=O,519.7080000000003,0.7407407407407407,640.892455751242
7375,CCCCCN1CC=C[C@@]23C(C1=O)N(CCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(c2ccc(OCC)cc2)CC=C[C@@]1(C)S3=O,597.7780000000002,0.59375,695.5721557570108
7376,CCCCCN1CC=C[C@@]23C(C1=O)N(CCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(Cc2ccccc2)CC=C[C@@]1(C)S3=O,567.7520000000003,0.5806451612903226,658.8172682548475
7377,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCO)C3C(=O)N(C(C)(C)C)CC=C[C@@]31S2=O,491.6540000000002,0.72,621.892455751242
7378,CCOc1ccc(N2CC=C[C@]3(C)[C@H](C2=O)[C@H]2C(=O)N(CCCO)C4C(=O)N(CCN5CCOCC5)CC=C[C@@]42S3=O)cc1,626.7760000000005,0.59375,728.3696431408872
7379,COc1ccc(N2CC=C[C@@]34C(C2=O)N(CCCO)C(=O)[C@@H]3[C@H]2C(=O)N(Cc3ccccc3)CC=C[C@@]2(C)S4=O)cc1,589.7140000000003,0.40625,685.4969682606164
7380,C[C@@]12C=CCN(c3ccccc3)C(=O)[C@@H]1[C@H]1C(=O)N(CCCO)C3C(=O)N(c4ccc(Cl)cc4)CC=C[C@@]31S2=O,580.1060000000003,0.36666666666666664,668.7718281018471
7381,CC(C)N1CC=C[C@@]23C(C1=O)N(CCCO)C(=O)[C@@H]2[C@H]1C(=O)N(Cc2ccccc2)CC=C[C@@]1(C)S3=O,525.6710000000002,0.5357142857142857,637.1571182577322
7382,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCO)C3C(=O)N(c4cc(C)ccc4C)CC=C[C@@]31S2=O,539.6980000000002,0.5517241379310345,676.4022307555689
7383,C[C@@]12C=CCN(c3ccccc3)C(=O)[C@@H]1[C@H]1C(=O)N([C@H](CO)c3ccccc3)C3C(=O)N(CCN4CCOCC4)CC=C[C@@]31S2=O,644.7940000000001,0.45714285714285713,738.5591181509834
7384,C[C@@]12C=CCN(Cc3ccccc3)C(=O)[C@@H]1[C@H]1C(=O)N([C@H](CO)c3ccccc3)C3C(=O)N(c4ccc(Cl)cc4)CC=C[C@@]31S2=O,656.2040000000002,0.3055555555555556,723.7161906141065
7385,CC(C)N1CC=C[C@@]23C(C1=O)N([C@H](CO)c1ccccc1)C(=O)[C@@H]2[C@H]1C(=O)N(C)CC=C[C@@]1(C)S3=O,511.64400000000023,0.5185185185185185,654.1766682663861
